CustomerNumber,AccountName,Address,City,State,ZipCode,RouteNumber,ServiceFrequency,ServiceDays,Email,Phone,CreatedAt,password_hash,role
314094,Cornerstone Bank,330 Hartnell Avenue,Redding,CA,96002,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
314154,Wing Spot,991 Lake Boulevard Suite B,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
314174,Mongoose Trucking,17850 Construction Way,Redding,CA,96003,05,Weekly,R,,,2025-03-05 00:29:16,,customer
314385,Nutrishop,1619 Hilltop Dr,Redding,CA,96002,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
314386,Subarama,2658 Hilltop Drive,Redding,CA,96002,12,Weekly,W,,,2025-03-05 00:29:16,,customer
314459,Crafco,2300 Barney Road,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
314701,Mike's Heating and Air,19833 Riverside Avenue,Anderson,CA,96007,05,Weekly,T,,,2025-03-05 00:29:16,,customer
314859,Shasta College - Trinity Campus,30 Arbuckle Court,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
314951,SRMC - Anderson,2830 East Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
314964,Tehama Wellness & Spa,356 Kimball Rd,Red Bluff,CA,96080,75,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
315031,Boulder Creek RV Resort,280 North Boulder Drive,Redding,CA,96003,33,Bi-Weekly,M,,,2025-03-05 00:29:16,,customer
315175,Fire House Grill,463-760 Main Street,Janesville,CA,96114,09,Weekly,T,,,2025-03-05 00:29:16,,customer
315176,Integrity Heating & Air,5213 Industrial Way,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
315177,Red Bluff Elks Lodge,355 Gilmore Road,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
315589,Body & Skin Care,3462 Bechelli Lane #B,Redding,CA,96002,12,Weekly,T,,,2025-03-05 00:29:16,,customer
315612,Vintage Glamour,1166 Hartnell Avenue,Redding,CA,96002,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
315654,Los Gordos,5200 Churn Creek Road Suite L,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
315785,Casino Poker Club,1885 Hilltop Drive,Redding,CA,96002,12,Weekly,T,,,2025-03-05 00:29:16,,customer
315787,Breslin Occupational Therapy,20 Hilltop Drive Unit A,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
315825,Raliberto's - Weaverville,120 Nugget Lane,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
315916,Cheesecakes Unlimited,1135 Pine Street Suite 113,Redding,CA,96001,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
315918,PG&E Microsite Sunriver,23400 East Sunriver Drive,Red Bluff,CA,96080,75,Weekly,F,,,2025-03-05 00:29:16,,customer
316033,White Rock Trucking Inc.,7065 Aviator Lane,Redding,CA,96002,05,Weekly,W,,,2025-03-05 00:29:16,,customer
316069,Tierra Oaks Golf Club,19700 La Crescenta Drive,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
316073,Lassen Forest Products,22829 Casale Road,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
316481,Ben's Truck Repair,2060 Montgomery Road,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
316484,"Redding Family Medical Group, Inc.",2510 Airpark Drive Suite 201,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
316737,Huffs @ Bridge Bay,10300 Bridge Bay Road,Redding,CA,96003,33,Weekly,R,,,2025-03-05 00:29:16,,customer
316738,Renstrom Trucking Inc.,9511 State Highway 99W,Gerber,CA,96035,75,Weekly,M,,,2025-03-05 00:29:16,,customer
317006,Skin Solutions by Renew,1700 Market Street,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
317008,Voorwood,2350 Barney Road,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
317097,Gateway Unified School District,4411 Mountain Lakes Boulevard,Redding,CA,96003,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317098,Buckeye School of Arts,3407 Hiatt Drive,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
317099,Mountain Lakes High School,17752  Shasta Dam Boulevard,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317102,Central Valley High School,4066 La Mesa Avenue,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317103,Shasta Lake Middle School,4620 Vallecito Street,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317104,Grand Oaks Elementary,5309 Grand Avenue,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317105,Grand Oaks Elementary - Cafeteria,5309 Grand Avenue,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317106,Shasta Lake Middle School - Cafeteria,4620 Vallecito Street,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317107,Central Valley High School - Cafeteria,4066 La Mesa Avenue,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317108,Buckeye School of Arts - Cafeteria,3407 Hiatt Drive,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
317168,Freightliner Northwest,4991 Caterpillar Road,Redding,CA,96003,05,Weekly,R,,,2025-03-05 00:29:16,,customer
317281,Cedar Tree Restaurant,22020 Palo Way,Palo Cedro,CA,96073,33,Weekly,T,,,2025-03-05 00:29:16,,customer
317298,Automotive Service Center,2800 West Center Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
317491,Boba Tea & Coffee - 2,2110 Eureka Way,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
317516,Rental Guys,4055 Eastside Road,Redding,CA,96001,05,Weekly,M,,,2025-03-05 00:29:16,,customer
317564,Pizza Factory,536 North Market Street,Redding,CA,96003,05,Weekly,M,,,2025-03-05 00:29:16,,customer
317649,Clear View Auto Glass,1600 East Cypress Avenue #5,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
317650,Win River Mini Mart,2415 South Bonnyview Road,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
317707,Sourdough Bread Company,4641 Churn Creek Road Suite 2,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
317878,Tune it Up,3025-A Twin View Boulevard,Shasta Lake,CA,96019,05,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
317904,T&A Restaurant & Lounge,2101 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
318143,Courthouse Cafe,2455 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
318289,Wrenchers,1954 Ferry Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
318321,SETI Institute,42231 Bidwell Road,Hat Creek,CA,96040,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
318323,Siskiyou Union High School Culinary,624 Everitt Memorial Highway,Mount Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
318368,Dan Palmer Trucking,7211 Sands Lane,Anderson,CA,96007,05,Weekly,T,,,2025-03-05 00:29:16,,customer
318444,Court Street Eats,1718 Placer Street,Redding,CA,96001,12,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
318468,The Shack,1325 Eureka Way,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
318787,Orchard Nutrition,221 Locust Street,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
318788,Centerville Community Services District,8930 Placer Road,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
318794,Community Behavioral Health,415 Knollcrest Drive,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
318811,Churn Creek Wellness & Dental,3110 Churn Creek Road,Redding,CA,96002,33,Weekly,W,,,2025-03-05 00:29:16,,customer
318905,Thrive Automotive,1630 Shasta Street,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
319122,The Rusty Nail,900 Dana Drive,Redding,CA,96003,12,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
319123,New Clairvaux Tasting Room,1355 Butte Street,Redding,CA,96001,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
319150,HM Development Group (BD),1320 Yuba Street,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
319189,Tri Counties Bank,303 Main Street,Weed,CA,96094,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
319336,Pourboys Tapyard,2040 Waldon Street,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
319338,Pete's Restaurant & Brewhouse,815 Browning Street,Redding,CA,96003,12,Weekly,W,,,2025-03-05 00:29:16,,customer
319341,Pro Trans,1113 Center Street,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
319407,City of Red Bluff  - City Hall,555 Washington Street,Red Bluff,CA,96080,75,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
319408,City of Red Bluff - Police,555 Washington Street,Red Bluff,CA,96080,75,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
319410,City of Red Bluff - Corp Yard,1055 Kimball Road,Red Bluff,CA,96080,75,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
319411,Safari RV,3145 Twin View Boulevard,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
319476,Shasta Lake Electric,3570 Iron Court,Shasta Lake,CA,96019,05,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
319580,IROC Inc - Shasta Cancer Care Alliance,963 Butte Street,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
319581,IROC Inc - Shasta Cancer Care Alliance,310 Hartnell Avenue #B,Redding,CA,96002,11,Weekly,M,,,2025-03-05 00:29:16,,customer
319665,Rocha's Advanced Automotive,20270 Charlanne Drive,Redding,CA,96002,75,Weekly,R,,,2025-03-05 00:29:16,,customer
319708,Hermanos,2605 South Market Street,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
319710,Singh Mobile Services,6100 State Highway 273,Anderson,CA,96007,05,Weekly,T,,,2025-03-05 00:29:16,,customer
319766,S&S Mobile Pressure Washing,8697 Shasta Boulevard,Los Molinos,CA,96055,75,Weekly,W,,,2025-03-05 00:29:16,,customer
319797,Chic Salon,2948 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
319868,Bings Steak & Sushi Bar,1600 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
319999,Taqueria Cotija,238 South Main Street,Red Bluff,CA,96080,75,Weekly,W,,,2025-03-05 00:29:16,,customer
320040,Weed High School,909 Hillside Drive,Weed,CA,96094,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
320041,Robin Montgomery - Massage Therapy,3609 Bechelli Ln Unit G,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
320171,Polished Nail Salon,19450 Live Oak Road,Red Bluff,CA,96080,75,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
320172,Body Work Innovations,979 Mission de Oro Drive,Redding,CA,96003,12,Weekly,W,,,2025-03-05 00:29:16,,customer
320179,Sierra Cascade Office,472-715 Johnson Road,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320180,Sierra Cascade Nursery,472-715 Johnson Road,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320233,Club Tucker,6241 Churn Creek Road,Redding,CA,96002,05,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
320234,Mount Shasta High School - Culinary,710 Everitt Memorial Highway,Mount Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
320398,Capturing the Essence Salt Cave,1506 Market Street,Redding,CA,96001,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
320399,E's Locker Room,1075 Lakeside Drive,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
320605,Paratransit Services,701-980 Johnstonville Road,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320632,Redding Adventure Hub,862 North Market Street,Redding,CA,96003,33,Weekly,W,,,2025-03-05 00:29:16,,customer
320635,SEMSA,1545 Bunyan Road,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320726,Underhood Automotive Inc,1236 Hartnell Avenue,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
320741,University Market,1292 College View Drive,Redding,CA,96003,12,Weekly,R,,,2025-03-05 00:29:16,,customer
320742,Peery Chiropractic,3075 Victor Avenue,Redding,CA,96002,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
320825,Susanville Supermarket - Bakery Dept.,50 Grand Avenue,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320826,Susanville Supermarket - Grocery,50 Grand Avenue,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320827,Susanville Supermarket - Meat Dept.,50 Grand Avenue,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
320843,Evergreen Roaster,2124 East Street,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
320844,Redding Express Stop,1220 Shasta Street,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
320866,Main Street Deli,20645 Gas Point Road,Cottonwood,CA,96022,75,Weekly,T,,,2025-03-05 00:29:16,,customer
320902,Cinders and Taste & See,2820 Freeman Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
320947,San Francisco Deli,2395 Athens Avenue,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
321012,Mister Peri Peri's Grill,909 Dana Drive,Redding,CA,96003,12,Weekly,W,,,2025-03-05 00:29:16,,customer
321020,JJ's Cafe,13385 State Highway 89,Old Station,CA,96071,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
321142,Hill Country Health & Wellness Center,3270 Churn Creek Road,Redding,CA,96002,33,Weekly,W,,,2025-03-05 00:29:16,,customer
321143,Anthony's Mediterranean Bar & Grill,1701 California Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
321167,Rental Guys,1550 Chestnut Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
321234,Roxie's Deli & BBQ,7810 State Highway 99E,Los Molinos,CA,96055,75,Weekly,W,,,2025-03-05 00:29:16,,customer
321235,Wing Stop,1020 East Cypress Avenue Suite A,Redding,CA,96002,12,Weekly,F,,,2025-03-05 00:29:16,,customer
321459,Poinsett's Machine Shop,2486 Progress Drive #3,Redding,CA,96001,05,Weekly,M,,,2025-03-05 00:29:16,,customer
321515,Redding Rancheria Center for Advanced Care,3305 Placer Street Suite B,Redding,CA,96001,11,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
321728,DH Wound Care - Mercy Medical Center,1950 Rosaline Avenue Suite A,Redding,CA,96001,11,Weekly,MTWRF,,,2025-03-05 00:29:16,,customer
321836,Miller Collision Center,20303 Charlanne Drive,Redding,CA,96002,75,Weekly,R,,,2025-03-05 00:29:16,,customer
321845,Kopper Kettle,2535 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
322069,Bettendorf Trucking,20943 Bettendorf Way,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
322116,Susanville Transmission,2117 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
322191,Smokin Joe's BBQ,8540 Airport Road,Redding,CA,96002,75,Weekly,R,,,2025-03-05 00:29:16,,customer
322234,MJB Welding Supply,2610 Churn Creek Road,Redding,CA,96002,33,Weekly,M,,,2025-03-05 00:29:16,,customer
322236,Lori Barclay - Special Events,1600 East Cypress Avenue,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
322340,California Soccer Park,9800 Old Oregon Trail,Redding,CA,96003,12,Weekly,W,,,2025-03-05 00:29:16,,customer
322342,Paradiso,1270 Yuba Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
322343,The Spot Barber Lounge,2435 Athens Avenue,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
322380,Stelters HVAC Service,2335 Larkspur Lane Suite A,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
322600,Dianne's Pizza & More,19632 Lake California Drive,Cottonwood,CA,96022,75,Weekly,T,,,2025-03-05 00:29:16,,customer
322720,Chick-fil-A at I-5 & Bonnyview,4086 South Bonnyview Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
322942,Woody's Brewing Company,1257 Oregon Street,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
323100,Travel Inn,1040 Market Street,Redding,CA,96001,09,Weekly,F,,,2025-03-05 00:29:16,,customer
323101,Stardust Motel,1200 Pine Street,Redding,CA,96001,09,Weekly,F,,,2025-03-05 00:29:16,,customer
323103,New Life Discovery Project,1205 Placer Street,Redding,CA,96001,09,Weekly,F,,,2025-03-05 00:29:16,,customer
323104,Shasta Lodge,1245 Pine Street,Redding,CA,96001,09,Weekly,F,,,2025-03-05 00:29:16,,customer
323105,Lassen College - Maintenance Shop,478-200 CA-139,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
323106,Lassen College Food Service,478-200 CA-139,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
323107,Lassen College - Automotive,478-200 CA -139,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
323109,Lassen College - Custodial,478-200 CA - 139,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
323303,Side Iron BBQ,724 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
323309,Jersey Mike's Subs,4861 Bechelli Lane,Redding,CA,96002,12,Weekly,T,,,2025-03-05 00:29:16,,customer
323310,Jersey Mike's Subs DS,4861 Bechelli Lane,Redding,CA,96002,12,Weekly,T,,,2025-03-05 00:29:16,,customer
323371,Thrive Automotive,2693 Churn Creek Road,Redding,CA,96002,33,Weekly,W,,,2025-03-05 00:29:16,,customer
323470,DH Lassen Medical Clinic - Cottonwood,20833 Long Branch Drive,Cottonwood,CA,96022,75,Weekly,T,,,2025-03-05 00:29:16,,customer
323471,DH Lassen Medical Clinic - Red Bluff,2450 Sister Mary Columba Drive,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
323543,Prestige Urgent Care,1230 East Street Suite A,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
